薬価基準収載医薬品コード,成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,収載年月日,経過措置による使用期限,備考,診療報酬における加算等の算定対象から除外する品目
2642701X1017,ジフェンヒドラミン,ジフェンヒドラミン,,,,,
2642702N1029,ジフェンヒドラミン,レスタミンコーワクリーム１％,,,,,
2642702N1037,ジフェンヒドラミン,ジフェンヒドラミンクリーム１％「タイヨー」,,,,,
2642703M1036,ジフェンヒドラミンラウリル硫酸塩,ベナパスタ軟膏４％,,,,,
2643700X1010,アンモニア水,アンモニア水,,,,,
2643700X1060,アンモニア水,アンモニア水「ケンエー」,,,,,
2643700X1109,アンモニア水,アンモニア水「タイセイ」,,,,,
2643700X1150,アンモニア水,アンモニア水「マルイシ」,,,R5.3.31まで,,
2643700X1257,アンモニア水,アンモニア水「ニッコー」,,,,,
2644700X1114,酢酸鉛,山善酢酸鉛,3,,,,
2645700Q1109,カンフル,カンフル精（山善）,3,,,,
2645700Q1176,カンフル,ｄｌ－カンフル精１０％「コザカイ」,3,,,,
2645701X1019,ｄｌ－カンフル,ｄｌ－カンフル,,,,,
2645702X1013,ｄ－カンフル,ｄ－カンフル,,,,,
2646700M1155,ジフルコルトロン吉草酸エステル,テクスメテン軟膏０．１％,1,,,,
2646700M1163,ジフルコルトロン吉草酸エステル,ネリゾナ軟膏０．１％,1,,,,
2646700N1142,ジフルコルトロン吉草酸エステル,テクスメテン　ユニバーサル　クリーム０．１％,1,,,,
2646700N1150,ジフルコルトロン吉草酸エステル,ネリゾナクリーム０．１％,1,,,,
2646700N1169,ジフルコルトロン吉草酸エステル,ネリゾナユニバーサルクリーム０．１％,1,,,,
2646700Q1050,ジフルコルトロン吉草酸エステル,ネリゾナソリューション０．１％,1,,,,
2646701M2016,ベタメタゾン吉草酸エステル,ベタメタゾン吉草酸エステル０．１２％軟膏,3,,,,
2646701M2156,ベタメタゾン吉草酸エステル,リンデロン－Ｖ軟膏０．１２％,,,,,
2646701M2180,ベタメタゾン吉草酸エステル,ベトネベート軟膏０．１２％,,,,,
2646701M2199,ベタメタゾン吉草酸エステル,ベタメタゾン吉草酸エステル軟膏０．１２％「トーワ」,3,,,,
2646701N2011,ベタメタゾン吉草酸エステル,ベタメタゾン吉草酸エステル０．１２％クリーム,3,,,,
2646701N2135,ベタメタゾン吉草酸エステル,リンデロン－Ｖクリーム０．１２％,,,,,
2646701N2160,ベタメタゾン吉草酸エステル,ベトネベートクリーム０．１２％,,,,,
2646701Q1011,ベタメタゾン吉草酸エステル,ベタメタゾン吉草酸エステル０．１２％ローション,3,,,,
2646701Q1038,ベタメタゾン吉草酸エステル,リンデロン－Ｖローション,,,,,
2646703M1019,ベタメタゾンジプロピオン酸エステル,ベタメタゾンジプロピオン酸エステル０．０６４％軟膏,3,,,,
2646703M1094,ベタメタゾンジプロピオン酸エステル,リンデロン－ＤＰ軟膏,2,,,,
2646703M1183,ベタメタゾンジプロピオン酸エステル,ベタメタゾンジプロピオン酸エステル軟膏０．０６４％「テイコク」,3,,,,
2646703M1191,ベタメタゾンジプロピオン酸エステル,ベタメタゾンジプロピオン酸エステル軟膏０．０６４％「サトウ」,3,,,,
2646703M1205,ベタメタゾンジプロピオン酸エステル,ベタメタゾンジプロピオン酸エステル軟膏０．０６４％「ラクール」,3,,,,
2646703N1014,ベタメタゾンジプロピオン酸エステル,ベタメタゾンジプロピオン酸エステル０．０６４％クリーム,3,,,,
2646703N1073,ベタメタゾンジプロピオン酸エステル,リンデロン－ＤＰクリーム,2,,,,
2646703N1154,ベタメタゾンジプロピオン酸エステル,ベタメタゾンジプロピオン酸エステルクリーム０．０６４％「テイコク」,3,,,,
2646703N1162,ベタメタゾンジプロピオン酸エステル,ベタメタゾンジプロピオン酸エステルクリーム０．０６４％「サトウ」,3,,,,
2646703Q1029,ベタメタゾンジプロピオン酸エステル,リンデロン－ＤＰゾル,2,,,,
2646703Q2017,ベタメタゾンジプロピオン酸エステル,ベタメタゾンジプロピオン酸エステル０．０６４％ローション,3,,,,
2646704M2010,デキサメタゾン,デキサメタゾン０．１％軟膏,3,,,,
2646704N1019,デキサメタゾン,デキサメタゾン０．１％クリーム,3,,,,
2646704N1043,デキサメタゾン,オイラゾンクリーム０．１％,3,,,,
2646704N2023,デキサメタゾン,オイラゾンクリーム０．０５％,3,,,,
2646704Q1015,デキサメタゾン,デキサメタゾン０．１％ローション,3,,,,
2646705M1018,トリアムシノロンアセトニド,トリアムシノロンアセトニド０．１％軟膏,3,,,,
2646705M1107,トリアムシノロンアセトニド,レダコート軟膏０．１％,,,,,
2646705M1131,トリアムシノロンアセトニド,トリアムシノロンアセトニドゲル０．１％「ＴＫ」,3,,,,
2646705N1072,トリアムシノロンアセトニド,レダコートクリーム０．１％,,,,,
2646705N1102,トリアムシノロンアセトニド,トリアムシノロンアセトニドクリーム０．１％「ＴＫ」,3,,,,
2646708M1011,フルオシノニド,フルオシノニド０．０５％軟膏,3,,,,
2646708M1216,フルオシノニド,トプシム軟膏０．０５％,2,,,,
2646708M1291,フルオシノニド,フルオシノニド軟膏０．０５％「日医工」,3,,,,
2646708N1017,フルオシノニド,フルオシノニド０．０５％クリーム,3,,,,
2646708N1238,フルオシノニド,トプシムＥクリーム０．０５％,2,,,,
2646708N1246,フルオシノニド,トプシムクリーム０．０５％,2,,,,
2646708N1327,フルオシノニド,フルオシノニドクリーム０．０５％「日医工」,3,,,,
2646708N1335,フルオシノニド,フルオシノニドゲル０．０５％「日医工」,3,,,,
2646708Q1030,フルオシノニド,トプシムローション０．０５％,2,,,,
2646708R2031,フルオシノニド,トプシムスプレー０．０１４３％,1,,,,
2646709M1121,フルオシノロンアセトニド,フルコート軟膏０．０２５％,,,,,
2646709M1156,フルオシノロンアセトニド,フルオシノロンアセトニド軟膏０．０２５％「ＹＤ」,3,,,,
2646709N1100,フルオシノロンアセトニド,フルコートクリーム０．０２５％,,,,,
2646709Q1034,フルオシノロンアセトニド,フルコート外用液０．０１％,,,,,
2646709R2036,フルオシノロンアセトニド,フルコートスプレー０．００７％,,,,,
2646711S2051,フルドロキシコルチド,ドレニゾンテープ４μｇ／ｃ㎡,,,,,
2646712M1190,プレドニゾロン,プレドニゾロン軟膏０．５％「マイラン」,3,,R5.3.31まで,,
2646712M1204,プレドニゾロン,プレドニゾロン軟膏０．５％「ＶＴＲＳ」,3,20220420,,,
2646712N1072,プレドニゾロン,プレドニゾロンクリーム０．５％「ＹＤ」,,,,,
2646712N1080,プレドニゾロン,プレドニゾロンクリーム０．５％「テイコク」,,,,,
2646712N1099,プレドニゾロン,プレドニゾロンクリーム０．５％「ＴＣＫ」,,,,,
2646713M1012,クロベタゾールプロピオン酸エステル,クロベタゾールプロピオン酸エステル０．０５％軟膏,3,,,,
2646713M1136,クロベタゾールプロピオン酸エステル,デルモベート軟膏０．０５％,2,,,,
2646713N1018,クロベタゾールプロピオン酸エステル,クロベタゾールプロピオン酸エステル０．０５％クリーム,3,,,,
2646713N1123,クロベタゾールプロピオン酸エステル,デルモベートクリーム０．０５％,2,,,,
2646713Q1014,クロベタゾールプロピオン酸エステル,クロベタゾールプロピオン酸エステル０．０５％液,3,,,,
2646713Q1081,クロベタゾールプロピオン酸エステル,デルモベートスカルプローション０．０５％,2,,,,
2646713Q1120,クロベタゾールプロピオン酸エステル,グリジールスカルプローション０．０５％,3,,,,
2646713Q1138,クロベタゾールプロピオン酸エステル,クロベタゾールプロピオン酸エステルローション０．０５％「ＭＹＫ」,3,,,,
2646713Q1154,クロベタゾールプロピオン酸エステル,クロベタゾールプロピオン酸エステルローション０．０５％「ラクール」,3,,,,
2646713Q2029,クロベタゾールプロピオン酸エステル,コムクロシャンプー０．０５％,1,,,,
2646717M1096,ヒドロコルチゾン酪酸エステル,ロコイド軟膏０．１％,1,,,,
2646717N1083,ヒドロコルチゾン酪酸エステル,ロコイドクリーム０．１％,1,,,,
2646718M1040,アムシノニド,ビスダーム軟膏０．１％,1,,,,
2646718N1045,アムシノニド,ビスダームクリーム０．１％,1,,,,
2646720M1012,プレドニゾロン吉草酸エステル酢酸エステル,プレドニゾロン吉草酸エステル酢酸エステル０．３％軟膏,3,,,,
2646720M1080,プレドニゾロン吉草酸エステル酢酸エステル,リドメックスコーワ軟膏０．３％,2,,,,
2646720N1018,プレドニゾロン吉草酸エステル酢酸エステル,プレドニゾロン吉草酸エステル酢酸エステル０．３％クリーム,3,,,,
2646720N1093,プレドニゾロン吉草酸エステル酢酸エステル,リドメックスコーワクリーム０．３％,2,,,,
2646720Q1014,プレドニゾロン吉草酸エステル酢酸エステル,プレドニゾロン吉草酸エステル酢酸エステル０．３％ローション,3,,,,
2646720Q1065,プレドニゾロン吉草酸エステル酢酸エステル,リドメックスコーワローション０．３％,2,,,,
2646721M1068,酪酸プロピオン酸ヒドロコルチゾン,パンデル軟膏０．１％,1,,,,
2646721N1071,酪酸プロピオン酸ヒドロコルチゾン,パンデルクリーム０．１％,1,,,,
2646721Q1051,酪酸プロピオン酸ヒドロコルチゾン,パンデルローション０．１％,1,,,,
2646722M1011,クロベタゾン酪酸エステル,クロベタゾン酪酸エステル０．０５％軟膏,3,,,,
2646722M1100,クロベタゾン酪酸エステル,キンダベート軟膏０．０５％,2,,,,
2646722N1017,クロベタゾン酪酸エステル,クロベタゾン酪酸エステル０．０５％クリーム,3,,,,
2646722Q1013,クロベタゾン酪酸エステル,クロベタゾン酪酸エステル０．０５％ローション,3,,,,
2646723M1016,ジフロラゾン酢酸エステル,ジフロラゾン酢酸エステル０．０５％軟膏,3,,,,
2646723M1172,ジフロラゾン酢酸エステル,ダイアコート軟膏０．０５％,2,,,,
2646723N1011,ジフロラゾン酢酸エステル,ジフロラゾン酢酸エステル０．０５％クリーム,3,,,,
2646723N1151,ジフロラゾン酢酸エステル,ダイアコートクリーム０．０５％,2,,,,
2646724M1045,デキサメタゾン吉草酸エステル,ボアラ軟膏０．１２％,1,,,,
2646724N1040,デキサメタゾン吉草酸エステル,ボアラクリーム０．１２％,1,,,,
2646725M1015,ジフルプレドナート,ジフルプレドナート０．０５％軟膏,3,,,,
2646725M1201,ジフルプレドナート,マイザー軟膏０．０５％,2,,,,
2646725M1228,ジフルプレドナート,ジフルプレドナート軟膏０．０５％「ＭＹＫ」,3,,,,
2646725N1010,ジフルプレドナート,ジフルプレドナート０．０５％クリーム,3,,,,
2646725N1150,ジフルプレドナート,マイザークリーム０．０５％,2,,,,
2646725Q1017,ジフルプレドナート,ジフルプレドナート０．０５％ローション,3,,,,
2646725Q1076,ジフルプレドナート,ジフルプレドナートローション０．０５％「ＭＹＫ」,3,,,,
2646726M1010,デキサメタゾンプロピオン酸エステル,デキサメタゾンプロピオン酸エステル０．１％軟膏,3,,,,
2646726M1095,デキサメタゾンプロピオン酸エステル,メサデルム軟膏０．１％,2,,,,
2646726N1015,デキサメタゾンプロピオン酸エステル,デキサメタゾンプロピオン酸エステル０．１％クリーム,3,,,,
2646726N1090,デキサメタゾンプロピオン酸エステル,メサデルムクリーム０．１％,2,,,,
2646726Q1011,デキサメタゾンプロピオン酸エステル,デキサメタゾンプロピオン酸エステル０．１％ローション,3,,,,
2646726Q1046,デキサメタゾンプロピオン酸エステル,メサデルムローション０．１％,2,,,,
2646727M1014,アルクロメタゾンプロピオン酸エステル,アルクロメタゾンプロピオン酸エステル０．１％軟膏,3,,,,
2646727M1022,アルクロメタゾンプロピオン酸エステル,アルメタ軟膏,2,,,,
2646729M1013,デプロドンプロピオン酸エステル,デプロドンプロピオン酸エステル０．３％軟膏,3,,,,
2646729M1048,デプロドンプロピオン酸エステル,エクラー軟膏０．３％,2,,,,
2646729N1019,デプロドンプロピオン酸エステル,デプロドンプロピオン酸エステル０．３％クリーム,3,,,,
2646729N1043,デプロドンプロピオン酸エステル,エクラークリーム０．３％,2,,,,
2646729Q1031,デプロドンプロピオン酸エステル,エクラーローション０．３％,2,,,,
2646729S2035,デプロドンプロピオン酸エステル,エクラープラスター２０μｇ／ｃ㎡,1,,,,
2646730M1016,ベタメタゾン酪酸エステルプロピオン酸エステル,ベタメタゾン酪酸エステルプロピオン酸エステル０．０５％軟膏,3,,,,
2646730M1059,ベタメタゾン酪酸エステルプロピオン酸エステル,アンテベート軟膏０．０５％,2,,,,
2646730N1011,ベタメタゾン酪酸エステルプロピオン酸エステル,ベタメタゾン酪酸エステルプロピオン酸エステル０．０５％クリーム,3,,,,
2646730N1054,ベタメタゾン酪酸エステルプロピオン酸エステル,アンテベートクリーム０．０５％,2,,,,
2646730Q1018,ベタメタゾン酪酸エステルプロピオン酸エステル,ベタメタゾン酪酸エステルプロピオン酸エステル０．０５％ローション,3,,,,
2646730Q1026,ベタメタゾン酪酸エステルプロピオン酸エステル,アンテベートローション０．０５％,2,,,,
2646731M1010,モメタゾンフランカルボン酸エステル,モメタゾンフランカルボン酸エステル０．１％軟膏,3,,,,
