区分,薬価基準収載医薬品コード,成分名,規格,日本薬局方,麻薬,業者名追記,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
外用薬,1319816Q1042,精製ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム,０．５ｍＬ１筒,,,,シェルガン０．５眼粘弾剤,生化学工業,後発品,,,4224.7,,
外用薬,1319817Q1020,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ザラカム配合点眼液,ヴィアトリス製薬,,先発品,○,834.8,,
外用薬,1319817Q1039,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ラタチモ配合点眼液「センジュ」,千寿製薬,後発品,,,367.1,,
外用薬,1319817Q1047,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ラタチモ配合点眼液「ニッテン」,ニッテン,後発品,,,367.1,,
外用薬,1319817Q1055,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ラタチモ配合点眼液「ニットー」,東亜薬品,後発品,,,367.1,,
外用薬,1319817Q1063,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ラタチモ配合点眼液「ＴＳ」,テイカ製薬,後発品,,,367.1,,
外用薬,1319818Q1025,精製ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム,１ｍＬ１筒,,,,ディスコビスク１．０眼粘弾剤,日本アルコン,,先発品,,8781.4,,
外用薬,1319819Q1020,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,局,,,コソプト配合点眼液,参天製薬,,先発品,○,458.3,,
外用薬,1319819Q1038,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,,,,ドルモロール配合点眼液「センジュ」,千寿製薬,後発品,,,177.3,,
外用薬,1319819Q1046,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,局,,,ドルモロール配合点眼液「ニットー」,東亜薬品,後発品,,,177.3,,
外用薬,1319819Q1054,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,局,,,ドルモロール配合点眼液「わかもと」,わかもと製薬,後発品,,,177.3,,
外用薬,1319819Q1062,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,局,,,ドルモロール配合点眼液「日点」,日本点眼薬研究所,後発品,,,177.3,,
外用薬,1319819Q1070,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,局,,,ドルモロール配合点眼液「ＴＳ」,テイカ製薬,後発品,,,177.3,,
外用薬,1319819Q2026,ドルゾラミド塩酸塩・チモロールマレイン酸塩,０．４ｍＬ１個,局,,,コソプトミニ配合点眼液,参天製薬,,先発品,,50.5,,
外用薬,1319820Q1022,トラボプロスト・チモロールマレイン酸塩,１ｍＬ,,,,デュオトラバ配合点眼液,ノバルティス　ファーマ,,先発品,○,898.5,,
外用薬,1319820Q1030,トラボプロスト・チモロールマレイン酸塩,１ｍＬ,,,,トラチモ配合点眼液「ニットー」,東亜薬品,後発品,,,451.6,,
外用薬,1319821Q1027,ブリンゾラミド・チモロールマレイン酸塩,１ｍＬ,,,,アゾルガ配合懸濁性点眼液,ノバルティス　ファーマ,,先発品,,331.8,,
外用薬,1319822Q1021,タフルプロスト・チモロールマレイン酸塩,１ｍＬ,,,,タプコム配合点眼液,参天製薬,,先発品,,841.4,,
外用薬,1319823Q1026,カルテオロール塩酸塩・ラタノプロスト,１ｍＬ,,,,ミケルナ配合点眼液,大塚製薬,,先発品,,611,,
外用薬,1319824Q1020,ブリモニジン酒石酸塩・チモロールマレイン酸塩,１ｍＬ,,,,アイベータ配合点眼液,千寿製薬,,先発品,,436.6,,
外用薬,1319825Q1025,ブリモニジン酒石酸塩・ブリンゾラミド,１ｍＬ,,,,アイラミド配合懸濁性点眼液,千寿製薬,,先発品,,476.6,,
外用薬,1324702Q1042,トラマゾリン塩酸塩,０．１１８％１ｍＬ,,,,トラマゾリン点鼻液０．１１８％「ＡＦＰ」,アルフレッサファーマ,,,,6.2,,
外用薬,1324704Q1033,ナファゾリン硝酸塩,０．０５％１ｍＬ,,,,プリビナ液０．０５％,日新製薬（山形）,,,,4,,
外用薬,1325701Q1037,クロラムフェニコール,５ｍｇ１ｍＬ,,,,クロロマイセチン耳科用液０．５％,アルフレッサファーマ,,,,21.5,,
外用薬,1325702Q1040,セフメノキシム塩酸塩,１０ｍｇ１ｍＬ（溶解後の液として）,,,,ベストロン耳鼻科用１％,千寿製薬,,先発品,,92.7,,
外用薬,1325703Q1036,ホスホマイシンナトリウム,３０ｍｇ１ｍＬ（溶解後の液として）,,,,ホスミシンＳ耳科用３％,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,,87.1,,
外用薬,1329700Q1201,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,,ルゲオン点鼻液２％,協和新薬,後発品,,,251.9,,
外用薬,1329700Q1236,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,,クロモグリク酸Ｎａ点鼻液２％「トーワ」,東和薬品,後発品,,,251.9,,
外用薬,1329700Q1244,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,,クロモグリク酸Ｎａ点鼻液２％「杏林」,キョーリンリメディオ,後発品,,,251.9,,
外用薬,1329701Q1036,ジオクチルソジウムスルホサクシネート,５％１ｍＬ,,,,ジオクチルソジウムスルホサクシネート耳科用液５％「ＣＥＯ」,セオリアファーマ,後発品,,,47,,
外用薬,1329702R3012,ベクロメタゾンプロピオン酸エステル,８．５ｍｇ８．５ｇ１瓶,,,,ベクロメタゾンプロピオン酸エステル８．５ｍｇ８．５ｇ点鼻液,,後発品,,,347.8,,
外用薬,1329702R5015,ベクロメタゾンプロピオン酸エステル,９．３７５ｍｇ７．５ｇ１瓶,,,,ベクロメタゾンプロピオン酸エステル９．３７５ｍｇ７．５ｇ点鼻液,,後発品,,,336.7,,
外用薬,1329702R7018,ベクロメタゾンプロピオン酸エステル,１．５０ｍｇ０．９０８７ｇ１瓶,,,,ベクロメタゾンプロピオン酸エステル１．５０ｍｇ０．９０８７ｇ噴霧用,,後発品,,,562.5,,
外用薬,1329705Q1018,ケトチフェンフマル酸塩,６．０４８ｍｇ８ｍＬ１瓶,,,,ケトチフェンフマル酸塩６．０４８ｍｇ８ｍＬ点鼻液,,後発品,,,255.1,,
外用薬,1329705Q1298,ケトチフェンフマル酸塩,６．０４８ｍｇ８ｍＬ１瓶,,,,ザジテン点鼻液０．０５％,サンファーマ,,先発品,○,535.7,,
外用薬,1329706Q1012,オフロキサシン,３ｍｇ１ｍＬ,,,,オフロキサシン３ｍｇ１ｍＬ点耳液,,,,,59.7,,
外用薬,1329706Q1039,オフロキサシン,３ｍｇ１ｍＬ,,,,タリビッド耳科用液０．３％,アルフレッサファーマ,,先発品,,111.2,,
外用薬,1329707Q1076,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「サワイ」２８噴霧用,沢井製薬,後発品,,,342.2,,
外用薬,1329707Q1181,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルナーゼ点鼻液５０μｇ２８噴霧用,グラクソ・スミスクライン,,先発品,○,507.8,,
外用薬,1329707Q1238,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「日医工」２８噴霧用,日医工,後発品,,,342.2,,
外用薬,1329707Q1246,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「ＮｉｋＰ」２８噴霧用,日医工ファーマ,後発品,,,342.2,,
外用薬,1329707Q1254,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「杏林」２８噴霧用,キョーリンリメディオ,後発品,,,342.2,,
外用薬,1329707Q1270,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「武田テバ」２８噴霧用,武田テバ薬品,後発品,,,342.2,,
外用薬,1329707Q1289,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「三和」２８噴霧用,三和化学研究所,後発品,,,342.2,,
外用薬,1329707Q1297,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＣＥＯ」２８噴霧用,セオリアファーマ,後発品,,,342.2,,
外用薬,1329707Q1300,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＤＳＰ」２８噴霧用,東興薬品工業,後発品,,,342.2,,
外用薬,1329707Q1319,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＪＧ」２８噴霧用,長生堂製薬,後発品,,,342.2,,
外用薬,1329707Q1327,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「トーワ」２８噴霧用,東和薬品,後発品,,,342.2,,
外用薬,1329707Q1335,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「日本臓器」２８噴霧用,日本臓器製薬,後発品,,,342.2,,
外用薬,1329707Q2030,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,小児用フルナーゼ点鼻液２５μｇ５６噴霧用,グラクソ・スミスクライン,,先発品,○,470.4,,
外用薬,1329707Q2064,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液２５μｇ小児用「サワイ」５６噴霧用,沢井製薬,後発品,,,334.3,,
外用薬,1329707Q2080,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液２５μｇ小児用「日医工」５６噴霧用,日医工ファーマ,後発品,,,334.3,,
外用薬,1329707Q2099,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液２５μｇ小児用「杏林」５６噴霧用,キョーリンリメディオ,後発品,,,334.3,,
外用薬,1329707Q3010,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル４．０８ｍｇ８ｍＬ点鼻液,,後発品,,,467.9,,
外用薬,1329707Q3052,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルナーゼ点鼻液５０μｇ５６噴霧用,グラクソ・スミスクライン,,先発品,○,912.6,,
外用薬,1329707Q3117,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「サワイ」５６噴霧用,沢井製薬,後発品,,,586.8,,
外用薬,1329707Q3133,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「日医工」５６噴霧用,日医工,後発品,,,586.8,,
外用薬,1329707Q3192,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「ＮｉｋＰ」５６噴霧用,日医工ファーマ,後発品,,,586.8,,
外用薬,1329707Q3206,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「杏林」５６噴霧用,キョーリンリメディオ,後発品,,,586.8,,
外用薬,1329707Q3222,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「武田テバ」５６噴霧用,武田テバ薬品,後発品,,,586.8,,
外用薬,1329707Q3230,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「三和」５６噴霧用,三和化学研究所,後発品,,,586.8,,
外用薬,1329707Q3249,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＣＥＯ」５６噴霧用,セオリアファーマ,後発品,,,586.8,,
外用薬,1329707Q3257,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＤＳＰ」５６噴霧用,東興薬品工業,後発品,,,586.8,,
外用薬,1329707Q3265,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「トーワ」５６噴霧用,東和薬品,後発品,,,586.8,,
外用薬,1329707Q3273,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「日本臓器」５６噴霧用,日本臓器製薬,後発品,,,586.8,,
外用薬,1329707Q4016,フルチカゾンプロピオン酸エステル,８．１６ｍｇ１６ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル８．１６ｍｇ１６ｍＬ点鼻液,,後発品,,,1211.8,,
外用薬,1329708Q1038,レボカバスチン塩酸塩,０．０２５％１５ｍＬ１瓶,,,,リボスチン点鼻液０．０２５ｍｇ１１２噴霧用,日本新薬,,先発品,,622.8,,
外用薬,1329709Q1032,塩酸ロメフロキサシン,０．３％１ｍＬ,,,,ロメフロン耳科用液０．３％,千寿製薬,,先発品,,113.1,,
外用薬,1329710Q1027,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,ナゾネックス点鼻液５０μｇ５６噴霧用,オルガノン,,先発品,○,1114.7,,
外用薬,1329710Q1035,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「杏林」５６噴霧用,キョーリンリメディオ,後発品,,,563,,
外用薬,1329710Q1043,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＣＥＯ」５６噴霧用,東亜薬品,後発品,,,475.1,,
外用薬,1329710Q1051,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＪＧ」５６噴霧用,日本ジェネリック,後発品,,,475.1,,
外用薬,1329710Q1060,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「タカタ」５６噴霧用,高田製薬,後発品,,,475.1,,
外用薬,1329710Q1078,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「トーワ」５６噴霧用,東和薬品,後発品,,,475.1,,
外用薬,1329710Q1086,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ニットー」５６噴霧用,日東メディック,後発品,,,475.1,,
外用薬,1329710Q2023,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,ナゾネックス点鼻液５０μｇ１１２噴霧用,オルガノン,,先発品,○,2228.7,,
外用薬,1329710Q2031,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「杏林」１１２噴霧用,キョーリンリメディオ,後発品,,,1090.7,,
外用薬,1329710Q2040,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＣＥＯ」１１２噴霧用,東亜薬品,後発品,,,1090.7,,
外用薬,1329710Q2058,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＪＧ」１１２噴霧用,日本ジェネリック,後発品,,,1090.7,,
