"薬価基準収載
医薬品コード",成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,"収載年月日(YYYYMMDD)
【例】
2014年4月1日
(20140401)",備考
4224403D2061,ゲムシタビン塩酸塩,ゲムシタビン点滴静注用１ｇ「ヤクルト」,３,,
4224403D2070,ゲムシタビン塩酸塩,ゲムシタビン点滴静注用１ｇ「ＮＫ」,３,,
4224403D2088,ゲムシタビン塩酸塩,ゲムシタビン点滴静注用１ｇ「ホスピーラ」,３,,
4224403D2100,ゲムシタビン塩酸塩,ゲムシタビン点滴静注用１ｇ「サワイ」,３,,
4224403D2118,ゲムシタビン塩酸塩,ゲムシタビン点滴静注用１ｇ「ＴＹＫ」,３,,
4224403D2126,ゲムシタビン塩酸塩,ゲムシタビン点滴静注用１ｇ「ファイザー」,３,,
4224403D2134,ゲムシタビン塩酸塩,ゲムシタビン点滴静注用１ｇ「日医工」,３,20141212,
4229001M1027,ヒドロキシカルバミド,ハイドレアカプセル５００ｍｇ,１,,
4229002F1022,フルダラビンリン酸エステル,フルダラ錠１０ｍｇ,１,,
4229100D3023,テガフール・ウラシル,ユーエフティＥ配合顆粒Ｔ１００,１,,
4229100D4020,テガフール・ウラシル,ユーエフティＥ配合顆粒Ｔ１５０,１,,
4229100D5026,テガフール・ウラシル,ユーエフティＥ配合顆粒Ｔ２００,１,,
4229100M2035,テガフール・ウラシル,ユーエフティ配合カプセルＴ１００,１,,
4229101D1025,テガフール・ギメラシル・オテラシルカリウム配合剤,ティーエスワン配合顆粒Ｔ２０,２,,
4229101D2021,テガフール・ギメラシル・オテラシルカリウム配合剤,ティーエスワン配合顆粒Ｔ２５,２,,
4229101F1026,テガフール・ギメラシル・オテラシルカリウム配合剤,ティーエスワン配合ＯＤ錠Ｔ２０,２,,
4229101F2022,テガフール・ギメラシル・オテラシルカリウム配合剤,ティーエスワン配合ＯＤ錠Ｔ２５,２,,
4229101F3029,テガフール・ギメラシル・オテラシルカリウム配合剤,ＥＥエスワン配合錠Ｔ２０,３,20141212,
4229101F3037,テガフール・ギメラシル・オテラシルカリウム配合剤,エスワンケーケー配合錠Ｔ２０,３,20141212,
4229101F4025,テガフール・ギメラシル・オテラシルカリウム配合剤,ＥＥエスワン配合錠Ｔ２５,３,20141212,
4229101F4033,テガフール・ギメラシル・オテラシルカリウム配合剤,エスワンケーケー配合錠Ｔ２５,３,20141212,
4229101M1033,テガフール・ギメラシル・オテラシルカリウム配合剤,ティーエスワン配合カプセルＴ２０,２,,
4229101M1041,テガフール・ギメラシル・オテラシルカリウム配合剤,エスエーワン配合カプセルＴ２０,３,,
4229101M1050,テガフール・ギメラシル・オテラシルカリウム配合剤,エヌケーエスワン配合カプセルＴ２０,３,,
4229101M1068,テガフール・ギメラシル・オテラシルカリウム配合剤,エスワンエヌピー配合カプセルＴ２０,３,,
4229101M1076,テガフール・ギメラシル・オテラシルカリウム配合剤,エスワンメイジ配合カプセルＴ２０,３,,
4229101M1084,テガフール・ギメラシル・オテラシルカリウム配合剤,テノックス配合カプセルＴ２０,３,,
4229101M1092,テガフール・ギメラシル・オテラシルカリウム配合剤,テメラール配合カプセルＴ２０,３,,
4229101M2030,テガフール・ギメラシル・オテラシルカリウム配合剤,ティーエスワン配合カプセルＴ２５,２,,
4229101M2048,テガフール・ギメラシル・オテラシルカリウム配合剤,エスエーワン配合カプセルＴ２５,３,,
4229101M2056,テガフール・ギメラシル・オテラシルカリウム配合剤,エヌケーエスワン配合カプセルＴ２５,３,,
4229101M2064,テガフール・ギメラシル・オテラシルカリウム配合剤,エスワンエヌピー配合カプセルＴ２５,３,,
4229101M2072,テガフール・ギメラシル・オテラシルカリウム配合剤,エスワンメイジ配合カプセルＴ２５,３,,
4229101M2080,テガフール・ギメラシル・オテラシルカリウム配合剤,テノックス配合カプセルＴ２５,３,,
4229101M2099,テガフール・ギメラシル・オテラシルカリウム配合剤,テメラール配合カプセルＴ２５,３,,
4229400D1033,フルダラビンリン酸エステル,フルダラ静注用５０ｍｇ,１,,
4229401D1020,ペメトレキセドナトリウム水和物,アリムタ注射用５００ｍｇ,１,,
4229401D2026,ペメトレキセドナトリウム水和物,アリムタ注射用１００ｍｇ,１,,
4229402A1028,ネララビン,アラノンジー静注用２５０ｍｇ,１,,
4229403A1022,クロファラビン,エボルトラ点滴静注２０ｍｇ,１,,
4231400D1031,マイトマイシンＣ,マイトマイシン注用２ｍｇ,１,,
4231400D2038,マイトマイシンＣ,マイトマイシン注用１０ｍｇ,１,,
4233400D1036,アクチノマイシンＤ,コスメゲン静注用０．５ｍｇ,１,,
4234400D4032,ブレオマイシン塩酸塩,ブレオ注射用５ｍｇ,１,,
4234400D5039,ブレオマイシン塩酸塩,ブレオ注射用１５ｍｇ,１,,
4234402D1032,ペプロマイシン硫酸塩,ペプレオ注射用５ｍｇ,１,,
4234402D2039,ペプロマイシン硫酸塩,ペプレオ注射用１０ｍｇ,１,,
4234700M1038,ブレオマイシン硫酸塩,ブレオＳ軟膏５ｍｇ／ｇ,１,,
4235400D1030,アクラルビシン塩酸塩,アクラシノン注射用２０ｍｇ,１,,
4235401D1035,ダウノルビシン塩酸塩,ダウノマイシン静注用２０ｍｇ,１,,
4235402A1025,ドキソルビシン塩酸塩,ドキシル注２０ｍｇ,１,,
4235402A2021,ドキソルビシン塩酸塩,ドキソルビシン塩酸塩注射液１０ｍｇ「サンド」,３,,
4235402A3028,ドキソルビシン塩酸塩,ドキソルビシン塩酸塩注射液５０ｍｇ「サンド」,３,,
4235402D1030,ドキソルビシン塩酸塩,アドリアシン注用１０,２,,
4235402D1048,ドキソルビシン塩酸塩,ドキソルビシン塩酸塩注射用１０ｍｇ「ＮＫ」,３,,
4235402D2028,ドキソルビシン塩酸塩,ドキソルビシン塩酸塩注射用５０ｍｇ「ＮＫ」,３,,
4235402D2036,ドキソルビシン塩酸塩,アドリアシン注用５０,２,,
4235403D1042,塩酸ピラルビシン,テラルビシン注射用１０ｍｇ,１,,
4235403D1050,塩酸ピラルビシン,ピノルビン注射用１０ｍｇ,１,,
4235403D2049,塩酸ピラルビシン,テラルビシン注射用２０ｍｇ,１,,
4235403D2057,塩酸ピラルビシン,ピノルビン注射用２０ｍｇ,１,,
4235404A1032,エピルビシン塩酸塩,ファルモルビシンＲＴＵ注射液１０ｍｇ,２,,
4235404A1040,エピルビシン塩酸塩,エピルビシン塩酸塩注射液１０ｍｇ／５ｍＬ「ＮＫ」,３,,
4235404A1059,エピルビシン塩酸塩,エピルビシン塩酸塩注射液１０ｍｇ／５ｍＬ「マイラン」,３,,
4235404A1067,エピルビシン塩酸塩,エピルビシン塩酸塩注射液１０ｍｇ／５ｍＬ「サワイ」,３,,
4235404A1075,エピルビシン塩酸塩,エピルビシン塩酸塩注射液１０ｍｇ／５ｍＬ「サンド」,３,,
4235404A1083,エピルビシン塩酸塩,エピルビシン塩酸塩注射液１０ｍｇ／５ｍＬ「ホスピーラ」,３,,
4235404A2039,エピルビシン塩酸塩,ファルモルビシンＲＴＵ注射液５０ｍｇ,２,,
4235404A2047,エピルビシン塩酸塩,エピルビシン塩酸塩注射液５０ｍｇ／２５ｍＬ「ＮＫ」,３,,
4235404A2055,エピルビシン塩酸塩,エピルビシン塩酸塩注射液５０ｍｇ／２５ｍＬ「マイラン」,３,,
4235404A2063,エピルビシン塩酸塩,エピルビシン塩酸塩注射液５０ｍｇ／２５ｍＬ「サワイ」,３,,
4235404A2071,エピルビシン塩酸塩,エピルビシン塩酸塩注射液５０ｍｇ／２５ｍＬ「サンド」,３,,
4235404A2080,エピルビシン塩酸塩,エピルビシン塩酸塩注射液５０ｍｇ／２５ｍＬ「ホスピーラ」,３,,
4235404A3027,エピルビシン塩酸塩,エピルビシン塩酸塩注射液２０ｍｇ／１０ｍＬ「マイラン」,３,,
4235404D1047,エピルビシン塩酸塩,ファルモルビシン注射用１０ｍｇ,２,,
4235404D1063,エピルビシン塩酸塩,エピルビシン塩酸塩注射用１０ｍｇ「ＮＫ」,３,,
4235404D1071,エピルビシン塩酸塩,エピルビシン塩酸塩注射用１０ｍｇ「サワイ」,３,,
4235404D2043,エピルビシン塩酸塩,ファルモルビシン注射用５０ｍｇ,２,,
4235404D2060,エピルビシン塩酸塩,エピルビシン塩酸塩注射用５０ｍｇ「ＮＫ」,３,,
4235404D2078,エピルビシン塩酸塩,エピルビシン塩酸塩注射用５０ｍｇ「サワイ」,３,,
4235405D1033,イダルビシン塩酸塩,イダマイシン静注用５ｍｇ,１,,
4235406D1020,アムルビシン塩酸塩,カルセド注射用２０ｍｇ,１,,
4235406D2026,アムルビシン塩酸塩,カルセド注射用５０ｍｇ,１,,
4239400D1030,ゲムツズマブオゾガマイシン（遺伝子組換え）,マイロターグ点滴静注用５ｍｇ,１,,
4240001M1067,エトポシド,ラステットＳカプセル２５ｍｇ,１,,
4240001M1075,エトポシド,ベプシドカプセル２５ｍｇ,１,,
4240001M2063,エトポシド,ラステットＳカプセル５０ｍｇ,１,,
4240001M2071,エトポシド,ベプシドカプセル５０ｍｇ,１,,
4240400D1030,ビンクリスチン硫酸塩,オンコビン注射用１ｍｇ,１,,
4240401D2015,ビンブラスチン硫酸塩,注射用ビンブラスチン硫酸塩,,,
4240402D1021,ビンデシン硫酸塩,注射用フィルデシン１ｍｇ,１,,
4240402D2028,ビンデシン硫酸塩,注射用フィルデシン３ｍｇ,１,,
4240403A2042,エトポシド,ラステット注１００ｍｇ／５ｍＬ,２,,
4240403A2050,エトポシド,ベプシド注１００ｍｇ,２,,
4240403A2069,エトポシド,エトポシド点滴静注液１００ｍｇ「サンド」,３,,
4240403A2077,エトポシド,エトポシド点滴静注液１００ｍｇ「ＤＫ」,３,,
4240403A2085,エトポシド,エトポシド点滴静注１００ｍｇ「タイヨー」,３,,
4240403A2093,エトポシド,エトポシド点滴静注液１００ｍｇ「ＳＮ」,３,,
4240404A1040,イリノテカン塩酸塩水和物,カンプト点滴静注４０ｍｇ,２,,
4240404A1059,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「ＮＫ」,３,,
4240404A1067,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「サワイ」,３,,
4240404A1075,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「サンド」,３,,
4240404A1083,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「タイホウ」,３,,
4240404A1091,イリノテカン塩酸塩水和物,トポテシン点滴静注４０ｍｇ,２,,
4240404A1105,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「ホスピーラ」,３,,
4240404A1113,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「タイヨー」,３,,
4240404A1121,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「あすか」,３,,
4240404A1130,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「ＮＰ」,３,,
4240404A1148,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「トーワ」,３,,
4240404A1156,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液４０ｍｇ「日医工」,３,,
4240404A2047,イリノテカン塩酸塩水和物,カンプト点滴静注１００ｍｇ,２,,
4240404A2055,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「ＮＫ」,３,,
4240404A2063,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「サワイ」,３,,
4240404A2071,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「サンド」,３,,
4240404A2080,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「タイホウ」,３,,
4240404A2098,イリノテカン塩酸塩水和物,トポテシン点滴静注１００ｍｇ,２,,
4240404A2101,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「ホスピーラ」,３,,
4240404A2110,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「タイヨー」,３,,
4240404A2128,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「あすか」,３,,
4240404A2136,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「ＮＰ」,３,,
4240404A2144,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「トーワ」,３,,
4240404A2152,イリノテカン塩酸塩水和物,イリノテカン塩酸塩点滴静注液１００ｍｇ「日医工」,３,,
4240405A1037,ドセタキセル水和物,タキソテール点滴静注用２０ｍｇ,２,,
4240405A1045,ドセタキセル,ドセタキセル点滴静注用２０ｍｇ「あすか」,３,,
4240405A1053,ドセタキセル水和物,ドセタキセル点滴静注用２０ｍｇ「サワイ」,３,,
4240405A2033,ドセタキセル水和物,タキソテール点滴静注用８０ｍｇ,２,,
4240405A2041,ドセタキセル,ドセタキセル点滴静注用８０ｍｇ「あすか」,３,,
4240405A2050,ドセタキセル水和物,ドセタキセル点滴静注用８０ｍｇ「サワイ」,３,,
4240405A3021,ドセタキセル水和物,ワンタキソテール点滴静注２０ｍｇ／１ｍＬ,２,,
4240405A3030,ドセタキセル,ドセタキセル点滴静注２０ｍｇ／１ｍＬ「ＨＫ」,３,,
4240405A3048,ドセタキセル,ドセタキセル点滴静注２０ｍｇ／１ｍＬ「ケミファ」,３,,
4240405A3056,ドセタキセル,ドセタキセル点滴静注２０ｍｇ／１ｍＬ「テバ」,３,,
4240405A3064,ドセタキセル,ドセタキセル点滴静注２０ｍｇ／１ｍＬ「トーワ」,３,,
