薬価基準収載医薬品コード,成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,収載年月日,経過措置による使用期限,備考
7290405A8088,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「トーワ」,3,,H31.3.31まで,
7290405A9033,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「ＤＫ」,3,,,
7290405A9041,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「ＳＮ」,3,,,
7290405A9050,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「タイヨー」,3,,,
7290405A9068,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「Ｆ」,3,,,
7290405A9076,ガドペンテト酸メグルミン,マグネビスト静注シリンジ,2,,,
7290405A9084,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「トーワ」,3,,H31.3.31まで,
7290405G1035,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ５ｍＬ「ＤＫ」,★,,,
7290405G1043,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ５ｍＬ「ＳＮ」,★,,,
7290405G1051,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ５ｍＬ「タイヨー」,★,,,
7290405G1060,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ５ｍＬ「Ｆ」,★,,,
7290405G1078,ガドペンテト酸メグルミン,マグネビスト静注シリンジ,☆,,,
7290405G1086,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ５ｍＬ「トーワ」,★,,H31.3.31まで,
7290405G2031,ガドペンテト酸メグルミン,マグネビスト静注,2,,,
7290405G3020,ガドペンテト酸メグルミン,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１３ｍＬ「Ｆ」,3,,,
7290407A1031,ガドテリドール,プロハンス静注５ｍＬ,1,,,H30.7.1から「２」に変更
7290407A2038,ガドテリドール,プロハンス静注１５ｍＬ,1,,,H30.7.1から「２」に変更
7290407A3034,ガドテリドール,プロハンス静注２０ｍＬ,1,,,H30.7.1から「２」に変更
7290407A4030,ガドテリドール,プロハンス静注１０ｍＬ,1,,,H30.7.1から「２」に変更
7290407G1034,ガドテリドール,プロハンス静注シリンジ１３ｍＬ,1,,,H30.7.1から「２」に変更
7290407G1042,ガドテリドール,ガドテリドール静注シリンジ１３ｍＬ「ＨＫ」,3,20180615,,
7290407G2030,ガドテリドール,プロハンス静注シリンジ１７ｍＬ,1,,,H30.7.1から「２」に変更
7290407G2049,ガドテリドール,ガドテリドール静注シリンジ１７ｍＬ「ＨＫ」,3,20180615,,
7290408A1036,ガドジアミド水和物,オムニスキャン静注３２％,2,,,
7290408G1039,ガドジアミド水和物,オムニスキャン静注３２％シリンジ１０ｍＬ,2,,,
7290408G1047,ガドジアミド水和物,ガドジアミド静注３２％シリンジ１０ｍＬ「ＨＫ」,3,,,
7290408G1055,ガドジアミド水和物,ガドジアミド静注３２％シリンジ１０ｍＬ「トーワ」,3,,H31.3.31まで,
7290408G1063,ガドジアミド水和物,ガドジアミド静注液３２％シリンジ１０ｍＬ「Ｆ」,3,,,
7290408G2035,ガドジアミド水和物,オムニスキャン静注３２％シリンジ１５ｍＬ,2,,,
7290408G2043,ガドジアミド水和物,ガドジアミド静注３２％シリンジ１５ｍＬ「ＨＫ」,3,,,
7290408G2051,ガドジアミド水和物,ガドジアミド静注３２％シリンジ１５ｍＬ「トーワ」,3,,H31.3.31まで,
7290408G2060,ガドジアミド水和物,ガドジアミド静注液３２％シリンジ１５ｍＬ「Ｆ」,3,,,
7290408G3031,ガドジアミド水和物,オムニスキャン静注３２％シリンジ２０ｍＬ,2,,,
7290408G3040,ガドジアミド水和物,ガドジアミド静注３２％シリンジ２０ｍＬ「ＨＫ」,3,,,
7290408G3058,ガドジアミド水和物,ガドジアミド静注３２％シリンジ２０ｍＬ「トーワ」,3,,H31.3.31まで,
7290408G3066,ガドジアミド水和物,ガドジアミド静注液３２％シリンジ２０ｍＬ「Ｆ」,3,,,
7290408G4038,ガドジアミド水和物,オムニスキャン静注３２％シリンジ５ｍＬ,2,,,
7290408G4046,ガドジアミド水和物,ガドジアミド静注３２％シリンジ５ｍＬ「ＨＫ」,3,,,
7290408G4054,ガドジアミド水和物,ガドジアミド静注３２％シリンジ５ｍＬ「トーワ」,3,,H31.3.31まで,
7290408G4062,ガドジアミド水和物,ガドジアミド静注液３２％シリンジ５ｍＬ「Ｆ」,3,,,
7290408G5026,ガドジアミド水和物,ガドジアミド静注液３２％シリンジ１３ｍＬ「Ｆ」,3,,,
7290410D1030,ガラクトース・パルミチン酸混合物,レボビスト注射用,1,,,
7290411G1030,ガドテル酸メグルミン,マグネスコープ静注３８％シリンジ１０ｍＬ,1,,,
7290411G2037,ガドテル酸メグルミン,マグネスコープ静注３８％シリンジ１５ｍＬ,1,,,
7290411G3033,ガドテル酸メグルミン,マグネスコープ静注３８％シリンジ２０ｍＬ,1,,,
7290411G4021,ガドテル酸メグルミン,マグネスコープ静注３８％シリンジ１１ｍＬ,1,,,
7290411G5028,ガドテル酸メグルミン,マグネスコープ静注３８％シリンジ１３ｍＬ,1,,,
7290412F1021,インドシアニングリーン,オフサグリーン静注用２５ｍｇ,1,,,
7290413A1029,フェルカルボトラン,リゾビスト注,1,,,
7290414D1038,ペルフルブタン,ソナゾイド注射用１６μＬ,1,,,
7290415G1020,ガドキセト酸ナトリウム,ＥＯＢ・プリモビスト注シリンジ,1,,,
7290415G2027,ガドキセト酸ナトリウム,ＥＯＢ・プリモビスト注シリンジ,1,,,
7290416A1022,ガドブトロール,ガドビスト静注１．０ｍｏｌ／Ｌ　２ｍＬ,1,20180530,,
7290416G1025,ガドブトロール,ガドビスト静注１．０ｍｏｌ／Ｌシリンジ５ｍＬ,1,,,
7290416G2021,ガドブトロール,ガドビスト静注１．０ｍｏｌ／Ｌシリンジ７．５ｍＬ,1,,,
7290416G3028,ガドブトロール,ガドビスト静注１．０ｍｏｌ／Ｌシリンジ１０ｍＬ,1,,,
7290417A1027,ヒスタミン二塩酸塩,アレルゲンスクラッチエキス陽性対照液「トリイ」ヒスタミン二塩酸塩,1,,,
7290700X1029,ハウスダストアレルゲン,アレルゲンディスク「トリイ」ハウスダスト,1,,,
7290701X1023,ブタクサアレルゲン,アレルゲンディスク「トリイ」ブタクサ花粉,1,,,
7290703T1039,フルオレセイン,フローレス眼検査用試験紙０．７ｍｇ,3,,,
7290704G1035,キセノンガス（非放射性）,ゼノンコールド,1,,,
7290706T1024,パッチテスト用塩類,パッチテスト試薬,1,,,
7290707T2025,パッチテスト用アレルゲン類,パッチテストパネル（Ｓ）,1,,,
7290708G1025,メタコリン塩化物,プロボコリン吸入粉末溶解用１００ｍｇ,1,,,
7290708G1033,メタコリン塩化物,ケンブラン吸入粉末溶解用１００ｍｇ,1,,,
7311700X1012,パラオキシ安息香酸エチル,パラオキシ安息香酸エチル,,,,
7311701X1017,パラオキシ安息香酸ブチル,パラオキシ安息香酸ブチル,,,,
7311702X1011,パラオキシ安息香酸プロピル,パラオキシ安息香酸プロピル,,,,
7319001X1018,安息香酸,安息香酸,,,,
7319002X1012,安息香酸ナトリウム,安息香酸ナトリウム,,,,
7319700Q1032,安息香,アンソッコウチンキ（小堺）,3,,,
7319700Q1040,安息香,安息香チンキ（司生堂）,3,,,
7451700X1013,カンテン,カンテン,,,,
7990001S2015,Ｄ－ソルビトール,Ｄ－ソルビトール液,,,,
7990001S3011,Ｄ－ソルビトール,Ｄ－ソルビトール液,,,,
7990001X1016,Ｄ－ソルビトール,Ｄ－ソルビトール,,,,
7990002B2036,プロナーゼ,プロナーゼＭＳ,1,,,
7990002B2044,プロナーゼ,ガスチーム散４万単位／ｇ,1,,,
7990003F1028,バレニクリン酒石酸塩,チャンピックス錠０．５ｍｇ,1,,,
7990003F2024,バレニクリン酒石酸塩,チャンピックス錠１ｍｇ,1,,,
7990004S1020,ｌ－メントール,ミンクリア内用散布液０．８％,1,,,
7990100A1050,ナトリウム・カリウム配合剤,ニフプラス,3,,,
7990100A1092,ナトリウム・カリウム配合剤,スクリット配合内用剤,3,,,
7990100A1106,ナトリウム・カリウム配合剤,ニフレック配合内用剤,2,,,
7990100A1130,ナトリウム・カリウム配合剤,オーペグ配合内用剤,3,,,
7990100S1020,ナトリウム・カリウム配合剤,ムーベン配合内用液,3,,,
7990101F1035,リン酸二水素ナトリウム一水和物・無水リン酸水素二ナトリウム,ビジクリア配合錠,1,,,
7990102A1024,ナトリウム・カリウム・アスコルビン酸配合剤,モビプレップ配合内用剤,1,,,
7990103A1029,ピコスルファートナトリウム水和物・酸化マグネシウム・無水クエン酸,ピコプレップ配合内用剤,1,,,
7990401A1040,ヨード化ケシ油脂肪酸エチルエステル,ミリプラ用懸濁用液４ｍＬ,1,,,
7990402A1029,アデノシン,アデノスキャン注６０ｍｇ,2,,,
7990402G1021,アデノシン,アデノシン負荷用静注６０ｍｇシリンジ「ＦＲＩ」,3,,,
7990403E1025,ヒトチロトロピンアルファ（遺伝子組換え）,タイロゲン筋注用０．９ｍｇ,1,,,
7990500A1036,塩化ナトリウム・塩化カリウム配合剤,ミオテクター冠血管注,1,,,
7990700Q1022,シアノアクリレート,アロンアルフアＡ「三共」,,,,
7990701X1021,ゼラチンフィルム,ゼルフィルム,,,,
7990702X1026,ゼラチンフィルム,眼科用ゼルフィルム,,,,
7990707X5032,フィブリノゲン加第ⅩⅢ因子,ベリプラストＰ　コンビセット　組織接着用,1,,,
7990707X6039,フィブリノゲン加第ⅩⅢ因子,ベリプラストＰ　コンビセット　組織接着用,1,,,
7990707X7035,フィブリノゲン加第ⅩⅢ因子,ベリプラストＰ　コンビセット　組織接着用,1,,,
7990707X8031,フィブリノゲン加第ⅩⅢ因子,ベリプラストＰ　コンビセット　組織接着用,1,,,
7990710X1039,フィブリノゲン加第ⅩⅢ因子,ボルヒール組織接着用,1,,,
7990710X2035,フィブリノゲン加第ⅩⅢ因子,ボルヒール組織接着用,1,,,
7990710X3031,フィブリノゲン加第ⅩⅢ因子,ボルヒール組織接着用,1,,,
7990710X4038,フィブリノゲン加第ⅩⅢ因子,ボルヒール組織接着用,1,,,
7990710X5034,フィブリノゲン加第ⅩⅢ因子,ボルヒール組織接着用,1,,,
7990712S1022,ニコチン,ニコチネルＴＴＳ１０,1,,,
7990712S2029,ニコチン,ニコチネルＴＴＳ２０,1,,,
7990712S3025,ニコチン,ニコチネルＴＴＳ３０,1,,,
7990713X1024,フィブリノゲン配合剤,タコシール組織接着用シート,1,,,
7990713X2020,フィブリノゲン配合剤,タコシール組織接着用シート,1,,,
7990713X3027,フィブリノゲン配合剤,タコシール組織接着用シート,1,,,
8112001A1018,アヘン,アヘン末,,,,
8112001B1013,アヘン,アヘン散,,,,
8113001S1010,アヘンチンキ,アヘンチンキ,,,,
8114001X1015,アヘンアルカロイド塩酸塩,アヘンアルカロイド塩酸塩,,,,
8114002X1010,エチルモルヒネ塩酸塩水和物,エチルモルヒネ塩酸塩水和物,,,,
8114003F1019,モルヒネ塩酸塩水和物,モルヒネ塩酸塩錠,,,,
8114003X1014,モルヒネ塩酸塩水和物,モルヒネ塩酸塩水和物,,,,
8114004C1025,モルヒネ硫酸塩水和物,モルペス細粒２％,3,,,
8114004C2021,モルヒネ硫酸塩水和物,モルペス細粒６％,3,,,
8114004G1027,モルヒネ硫酸塩水和物,ＭＳコンチン錠１０ｍｇ,,,,
8114004G2023,モルヒネ硫酸塩水和物,ＭＳコンチン錠３０ｍｇ,,,,
8114004G3020,モルヒネ硫酸塩水和物,ＭＳコンチン錠６０ｍｇ,,,,
8114004N1026,モルヒネ硫酸塩水和物,カディアンカプセル２０ｍｇ,1,,,
8114004N2022,モルヒネ硫酸塩水和物,カディアンカプセル３０ｍｇ,1,,,
8114004N3029,モルヒネ硫酸塩水和物,カディアンカプセル６０ｍｇ,1,,,
8114004N4025,モルヒネ硫酸塩水和物,ＭＳツワイスロンカプセル１０ｍｇ,,,,
8114004N5021,モルヒネ硫酸塩水和物,ＭＳツワイスロンカプセル３０ｍｇ,,,,
8114004N6028,モルヒネ硫酸塩水和物,ＭＳツワイスロンカプセル６０ｍｇ,,,,
8114005N1020,モルヒネ塩酸塩水和物,パシーフカプセル３０ｍｇ,1,,,
8114005N2027,モルヒネ塩酸塩水和物,パシーフカプセル６０ｍｇ,1,,,
8114005N3023,モルヒネ塩酸塩水和物,パシーフカプセル１２０ｍｇ,1,,,
8114005S1024,モルヒネ塩酸塩水和物,オプソ内服液５ｍｇ,1,,,
8114005S2020,モルヒネ塩酸塩水和物,オプソ内服液１０ｍｇ,1,,,
8114400A1010,アヘンアルカロイド塩酸塩,アヘンアルカロイド塩酸塩注射液,,,,
8114401A1015,モルヒネ塩酸塩水和物,モルヒネ塩酸塩注射液,,,,
8114401A2011,モルヒネ塩酸塩水和物,モルヒネ塩酸塩注射液,,,,
8114401A3018,モルヒネ塩酸塩水和物,モルヒネ塩酸塩注射液,,,,
8114402G1039,モルヒネ塩酸塩水和物,プレペノン注１００ｍｇシリンジ,3,,,
8114402G2035,モルヒネ塩酸塩水和物,プレペノン注５０ｍｇシリンジ,3,,,
8114700J1023,モルヒネ塩酸塩水和物,アンペック坐剤１０ｍｇ,,,,
8114700J2020,モルヒネ塩酸塩水和物,アンペック坐剤２０ｍｇ,,,,
8114700J3026,モルヒネ塩酸塩水和物,アンペック坐剤３０ｍｇ,,,,
