基準番号（ＨＯＴ番号）,処方用番号（ＨＯＴ７）,会社識別用番号,調剤用番号,物流用番号,ＪＡＮコード,薬価基準収載医薬品コード,個別医薬品コード,レセプト電算処理システムコード（１）,レセプト電算処理システムコード（２）,告示名称,販売名,レセプト電算処理システム医薬品名,規格単位,包装形態,包装単位数,包装単位単位,包装総量数,包装総量単位,区分,製造会社,販売会社,更新区分,更新年月日
110388501,1103885,01,,,,5200117D1030,5200117D1030,615101490,,ツムラ人参養栄湯エキス顆粒（医療用）,,ツムラ人参養栄湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110389201,1103892,01,,,,5200118C1021,5200118C1021,615101241,,コタロー排膿散及湯エキス細粒,,コタロー排膿散及湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110390801,1103908,01,,,,5200118D1027,5200118D1027,615101491,,ツムラ排膿散及湯エキス顆粒（医療用）,,ツムラ排膿散及湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110391501,1103915,01,,,,5200119C1026,5200119C1026,615101242,,コタロー麦門冬湯エキス細粒,,コタロー麦門冬湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110392201,1103922,01,,,,5200119C1034,5200119C1034,615101905,,ジュンコウ麦門冬湯ＦＣエキス細粒医療用,,ジュンコウ麦門冬湯ＦＣエキス細粒医療用,１ｇ,,,,,,内,,万有製薬,1,20011214
110393901,1103939,01,,,,5200119D1021,5200119D1021,615101838,,ＪＰＳ麦門冬湯エキス顆粒〔調剤用〕,,ＪＰＳ麦門冬湯エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,大杉製薬,1,20011214
110393903,1103939,03,,,,5200119D1021,5200119D1021,615101838,,ＪＰＳ麦門冬湯エキス顆粒〔調剤用〕,,ＪＰＳ麦門冬湯エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,ＪＰＳ,1,20011214
110394601,1103946,01,,,,5200119D1030,5200119D1030,615101492,,ツムラ麦門冬湯エキス顆粒（医療用）,,ツムラ麦門冬湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110395301,1103953,01,,,,5200119D1048,5200119D1048,615101780,,テイコク麦門冬湯エキス顆粒,,テイコク麦門冬湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110396001,1103960,01,,,,5200119D1056,5200119D1056,615101639,,マツウラ麦門冬湯エキス顆粒,,マツウラ麦門冬湯エキス顆粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110396002,1103960,02,,,,5200119D1056,5200119D1056,615101639,,マツウラ麦門冬湯エキス顆粒,,マツウラ麦門冬湯エキス顆粒,１ｇ,,,,,,内,,松浦薬業,1,20011214
110396003,1103960,03,,,,5200119D1056,5200119D1056,615101639,,マツウラ麦門冬湯エキス顆粒,,マツウラ麦門冬湯エキス顆粒,１ｇ,,,,,,内,,協和発酵,1,20011214
110396004,1103960,04,,,,5200119D1056,5200119D1056,615101639,,マツウラ麦門冬湯エキス顆粒,,マツウラ麦門冬湯エキス顆粒,１ｇ,,,,,,内,,伸和製薬,1,20011214
110397702,1103977,02,,,,5200120C1029,5200120C1029,615101243,,コタロー八味丸料エキス細粒,,コタロー八味丸料エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110398401,1103984,01,,,,5200120D1024,5200120D1024,615101924,,テイコク八味丸エキス顆粒,,テイコク八味丸エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110399101,1103991,01,,,,5200120D1032,5200120D1032,615101616,,本草八味丸料エキス顆粒－Ｍ,,本草八味丸料エキス顆粒ーＭ,１ｇ,,,,,,内,,久光製薬,1,20011214
110399102,1103991,02,,,,5200120D1032,5200120D1032,615101616,,本草八味丸料エキス顆粒－Ｍ,,本草八味丸料エキス顆粒ーＭ,１ｇ,,,,,,内,,本草製薬,1,20011214
110400401,1104004,01,,,,5200120L1029,5200120L1029,615100059,,ウチダの八味丸Ｍ,,ウチダの八味丸Ｍ,１０丸,,,,,,内,,ウチダ和漢薬,1,20011214
110401101,1104011,01,,,,5200121C1023,5200121C1023,615101116,,カネボウ八味地黄丸料エキス細粒,,カネボウ八味地黄丸料エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110402801,1104028,01,,,,5200121C1031,5200121C1031,615101300,,三和八味地黄丸料エキス細粒,,三和八味地黄丸料エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110403501,1104035,01,,,,5200121D1029,5200121D1029,615101050,,オースギ八味地黄丸料エキスＧ,,オースギ八味地黄丸料エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110404202,1104042,02,,,,5200121D1037,5200121D1037,615101320,,ＪＰＳ八味地黄丸料エキス顆粒〔調剤用〕,,ＪＰＳ八味地黄丸料エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,ＪＰＳ,1,20011214
110405901,1104059,01,,,,5200121D1045,5200121D1045,615101493,,ツムラ八味地黄丸エキス顆粒（医療用）,,ツムラ八味地黄丸エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110406602,1104066,02,,,,5200121D1061,5200121D1061,615101561,,八味地黄丸料エキス顆粒Ｔ,,八味地黄丸料エキス顆粒Ｔ,１ｇ,,,,,,内,,協和発酵,1,20011214
110406603,1104066,03,,,,5200121D1061,5200121D1061,615101561,,八味地黄丸料エキス顆粒Ｔ,,八味地黄丸料エキス顆粒Ｔ,１ｇ,,,,,,内,,伸和製薬,1,20011214
110406605,1104066,05,,,,5200121D1061,5200121D1061,615101561,,八味地黄丸料エキス顆粒Ｔ,,八味地黄丸料エキス顆粒Ｔ,１ｇ,,,,,,内,,東洋ファルマー,1,20011214
110406607,1104066,07,,,,5200121D1061,5200121D1061,615101561,,八味地黄丸料エキス顆粒Ｔ,,八味地黄丸料エキス顆粒Ｔ,１ｇ,,,,,,内,,松浦薬業,1,20011214
110406609,1104066,09,,,,5200121D1061,5200121D1061,615101561,,八味地黄丸料エキス顆粒Ｔ,,八味地黄丸料エキス顆粒Ｔ,１ｇ,,,,,,内,,陽進堂,1,20011214
110408001,1104080,01,,,,5200121D1088,5200121D1088,615101940,,ホノミ八味地黄丸料エキス顆粒,,ホノミ八味地黄丸料エキス顆粒,１ｇ,,,,,,内,,剤盛堂薬品,1,20011214
110409701,1104097,01,,,,5200121F1020,5200121F1020,615101051,,オースギ八味地黄丸料エキスＴ錠,,オースギ八味地黄丸料エキスＴ錠,１錠,,,,,,内,,大杉製薬,1,20011214
110410301,1104103,01,,,,5200121F1038,5200121F1038,615101686,,カネボウ八味地黄丸料エキス錠,,カネボウ八味地黄丸料エキス錠,１錠,,,,,,内,,カネボウ,1,20011214
110411001,1104110,01,,,,5200122C1028,5200122C1028,615101117,,カネボウ半夏厚朴湯エキス細粒,,カネボウ半夏厚朴湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110412701,1104127,01,,,,5200122C1036,5200122C1036,615101244,,コタロー半夏厚朴湯エキス細粒,,コタロー半夏厚朴湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110413401,1104134,01,,,,5200122C1044,5200122C1044,615101301,,三和半夏厚朴湯エキス細粒,,三和半夏厚朴湯エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110414101,1104141,01,,,,5200122C1052,5200122C1052,615101343,,ジュンコウ半夏厚朴湯ＦＣエキス細粒医療用,,ジュンコウ半夏厚朴湯ＦＣエキス細粒医療用,１ｇ,,,,,,内,,万有製薬,1,20011214
110415801,1104158,01,,,,5200122C1060,5200122C1060,615101933,,〔東洋〕半夏厚朴湯エキス細粒,,〔東洋〕半夏厚朴湯エキス細粒,１ｇ,,,,,,内,,東洋薬行,1,20011214
110416501,1104165,01,,,,5200122D1023,5200122D1023,615101052,,オースギ半夏厚朴湯エキスＧ,,オースギ半夏厚朴湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110417201,1104172,01,,,,5200122D1031,5200122D1031,615101275,,サカモト半夏厚朴湯エキス顆粒,,サカモト半夏厚朴湯エキス顆粒,１ｇ,,,,,,内,,阪本漢法,1,20020625
110418902,1104189,02,,,,5200122D1040,5200122D1040,615101839,,ＪＰＳ半夏厚朴湯エキス顆粒〔調剤用〕,,ＪＰＳ半夏厚朴湯エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,ＪＰＳ,1,20011214
110421901,1104219,01,,,,5200122D1074,5200122D1074,615101494,,ツムラ半夏厚朴湯エキス顆粒（医療用）,,ツムラ半夏厚朴湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110422601,1104226,01,,,,5200122D1082,5200122D1082,615101781,,テイコク半夏厚朴湯エキス顆粒,,テイコク半夏厚朴湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110423301,1104233,01,,,,5200122D1104,5200122D1104,615101585,,ホノミ半夏厚朴湯Ｎエキス顆粒,,ホノミ半夏厚朴湯Ｎエキス顆粒,１ｇ,,,,,,内,,剤盛堂薬品,1,20011214
110424001,1104240,01,,,,5200122D1112,5200122D1112,615101617,,本草半夏厚朴湯エキス顆粒－Ｍ,,本草半夏厚朴湯エキス顆粒ーＭ,１ｇ,,,,,,内,,本草製薬,1,20011214
110425701,1104257,01,,,,5200122F1024,5200122F1024,615101053,,オースギ半夏厚朴湯エキスＴ錠,,オースギ半夏厚朴湯エキスＴ錠,１錠,,,,,,内,,大杉製薬,1,20011214
110426401,1104264,01,,,,5200122F1032,5200122F1032,615101687,,カネボウ半夏厚朴湯エキス錠,,カネボウ半夏厚朴湯エキス錠,１錠,,,,,,内,,カネボウ,1,20011214
110427101,1104271,01,,,,5200122F1059,5200122F1059,615101586,,ホノミ半夏厚朴湯Ｎエキス錠,,ホノミ半夏厚朴湯Ｎエキス錠,１錠,,,,,,内,,剤盛堂薬品,1,20011214
110429501,1104295,01,,,,5200123C1022,5200123C1022,615101118,,カネボウ半夏瀉心湯エキス細粒,,カネボウ半夏瀉心湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110430101,1104301,01,,,,5200123C1030,5200123C1030,615101245,,コタロー半夏瀉心湯エキス細粒,,コタロー半夏瀉心湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110431801,1104318,01,,,,5200123C1049,5200123C1049,615101302,,三和半夏瀉心湯エキス細粒,,三和半夏瀉心湯エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110432501,1104325,01,,,,5200123C1057,5200123C1057,615101344,,ジュンコウ半夏瀉心湯ＦＣエキス細粒医療用,,ジュンコウ半夏瀉心湯ＦＣエキス細粒医療用,１ｇ,,,,,,内,,万有製薬,1,20011214
110433201,1104332,01,,,,5200123C1065,5200123C1065,615101557,,〔東洋〕半夏瀉心湯エキス細粒,,〔東洋〕半夏瀉心湯エキス細粒,１ｇ,,,,,,内,,東洋薬行,1,20011214
110434901,1104349,01,,,,5200123D1028,5200123D1028,615101054,,オースギ半夏瀉心湯エキスＧ,,オースギ半夏瀉心湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110436302,1104363,02,,,,5200123D1052,5200123D1052,615101840,,ＪＰＳ半夏瀉心湯エキス顆粒〔調剤用〕,,ＪＰＳ半夏瀉心湯エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,ＪＰＳ,1,20011214
110438701,1104387,01,,,,5200123D1079,5200123D1079,615101495,,ツムラ半夏瀉心湯エキス顆粒（医療用）,,ツムラ半夏瀉心湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110439401,1104394,01,,,,5200123D1087,5200123D1087,615101782,,テイコク半夏瀉心湯エキス顆粒,,テイコク半夏瀉心湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110440001,1104400,01,,,,5200123D1109,5200123D1109,615101791,,半夏瀉心湯エキス顆粒Ｔ,,半夏瀉心湯エキス顆粒Ｔ,１ｇ,,,,,,内,,東洋ファルマー,1,20011214
110440004,1104400,04,,,,5200123D1109,5200123D1109,615101791,,半夏瀉心湯エキス顆粒Ｔ,,半夏瀉心湯エキス顆粒Ｔ,１ｇ,,,,,,内,,陽進堂,1,20011214
110440005,1104400,05,,,,5200123D1109,5200123D1109,615101791,,半夏瀉心湯エキス顆粒Ｔ,,半夏瀉心湯エキス顆粒Ｔ,１ｇ,,,,,,内,,協和発酵,1,20011214
110440006,1104400,06,,,,5200123D1109,5200123D1109,615101791,,半夏瀉心湯エキス顆粒Ｔ,,半夏瀉心湯エキス顆粒Ｔ,１ｇ,,,,,,内,,伸和製薬,1,20011214
110441701,1104417,01,,,,5200123D1117,5200123D1117,615101587,,ホノミ半夏しゃ心湯Ｎエキス顆粒,,ホノミ半夏瀉心湯Ｎエキス顆粒,１ｇ,,,,,,内,,剤盛堂薬品,1,20020530
110442401,1104424,01,,,,5200123D1125,5200123D1125,615101618,,本草半夏瀉心湯エキス顆粒－Ｍ,,本草半夏瀉心湯エキス顆粒ーＭ,１ｇ,,,,,,内,,本草製薬,1,20011214
110443101,1104431,01,,,,5200123D1133,5200123D1133,615101640,,マツウラ半夏瀉心湯エキス顆粒,,マツウラ半夏瀉心湯エキス顆粒,１ｇ,,,,,,内,,松浦薬業,1,20011214
110444801,1104448,01,,,,5200123F1029,5200123F1029,615101119,,カネボウ半夏瀉心湯エキス錠,,カネボウ半夏瀉心湯エキス錠,１錠,,,,,,内,,カネボウ,1,20011214
110445501,1104455,01,,,,5200123F1045,5200123F1045,615101588,,ホノミ半夏しゃ心湯Ｎエキス錠,,ホノミ半夏瀉心湯Ｎエキス錠,１錠,,,,,,内,,剤盛堂薬品,1,20011214
110446201,1104462,01,,,,5200124C1027,5200124C1027,615101688,,カネボウ半夏白朮天麻湯エキス細粒,,カネボウ半夏白朮天麻湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110447901,1104479,01,,,,5200124C1035,5200124C1035,615101246,,コタロー半夏白朮天麻湯エキス細粒,,コタロー半夏白朮天麻湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110448601,1104486,01,,,,5200124C1043,5200124C1043,615101303,,三和半夏白朮天麻湯エキス細粒,,三和半夏白朮天麻湯エキス細粒,１ｇ,,,,,,内,,大杉製薬,1,20011214
110448602,1104486,02,,,,5200124C1043,5200124C1043,615101303,,三和半夏白朮天麻湯エキス細粒,,三和半夏白朮天麻湯エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110449301,1104493,01,,,,5200124D1022,5200124D1022,615101496,,ツムラ半夏白朮天麻湯エキス顆粒（医療用）,,ツムラ半夏白朮天麻湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110450901,1104509,01,,,,5200125C1021,5200125C1021,615101120,,カネボウ白虎加人参湯エキス細粒,,カネボウ白虎加人参湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110451601,1104516,01,,,,5200125C1030,5200125C1030,615101247,,コタロー白虎加人参湯エキス細粒,,コタロー白虎加人参湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110453001,1104530,01,,,,5200125D1035,5200125D1035,615101497,,ツムラ白虎加人参湯エキス顆粒（医療用）,,ツムラ白虎加人参湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110454701,1104547,01,,,,5200125D1043,5200125D1043,615101925,,テイコク白虎加人参湯エキス顆粒,,テイコク白虎加人参湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110455401,1104554,01,,,,5200125F1028,5200125F1028,615101689,,カネボウ白虎加人参湯エキス錠,,カネボウ白虎加人参湯エキス錠,１錠,,,,,,内,,カネボウ,1,20011214
110456101,1104561,01,,,,5200126C1026,5200126C1026,615101248,,コタロー茯苓飲エキス細粒,,コタロー茯苓飲エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110457801,1104578,01,,,,5200126D1021,5200126D1021,615101498,,ツムラ茯苓飲エキス顆粒（医療用）,,ツムラ茯苓飲エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110458501,1104585,01,,,,5200127D1026,5200127D1026,615101499,,ツムラ茯苓飲合半夏厚朴湯エキス顆粒（医療用）,,ツムラ茯苓飲合半夏厚朴湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110459201,1104592,01,,,,5200128C1025,5200128C1025,615101249,,コタロー平胃散エキス細粒,,コタロー平胃散エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110460801,1104608,01,,,,5200128D1020,5200128D1020,615101055,,オースギ平胃散料エキスＧ,,オースギ平胃散料エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110462201,1104622,01,,,,5200128D1047,5200128D1047,615101500,,ツムラ平胃散エキス顆粒（医療用）,,ツムラ平胃散エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110463901,1104639,01,,,,5200128D1055,5200128D1055,615101926,,テイコク平胃散エキス顆粒,,テイコク平胃散エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110464601,1104646,01,,,,5200128D1071,5200128D1071,615101792,,平胃散料エキス顆粒Ｔ,,平胃散料エキス顆粒Ｔ,１ｇ,,,,,,内,,東洋ファルマー,1,20011214
110464604,1104646,04,,,,5200128D1071,5200128D1071,615101792,,平胃散料エキス顆粒Ｔ,,平胃散料エキス顆粒Ｔ,１ｇ,,,,,,内,,陽進堂,1,20011214
110465301,1104653,01,,,,5200128D1080,5200128D1080,615101947,,本草平胃散料エキス顆粒－Ｍ,,本草平胃散料エキス顆粒ーＭ,１ｇ,,,,,,内,,本草製薬,1,20011214
110466001,1104660,01,,,,5200129C1020,5200129C1020,615101121,,カネボウ防已黄耆湯エキス細粒,,カネボウ防已黄耆湯エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110467701,1104677,01,,,,5200129C1038,5200129C1038,615101250,,コタロー防已黄耆湯エキス細粒,,コタロー防已黄耆湯エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110468401,1104684,01,,,,5200129C1046,5200129C1046,615101345,,ジュンコウ防已黄耆湯ＦＣエキス細粒医療用,,ジュンコウ防已黄耆湯ＦＣエキス細粒医療用,１ｇ,,,,,,内,,万有製薬,1,20011214
110469101,1104691,01,,,,5200129D1025,5200129D1025,615101056,,オースギ防已黄耆湯エキスＧ,,オースギ防已黄耆湯エキスＧ,１ｇ,,,,,,内,,大杉製薬,1,20011214
110470701,1104707,01,,,,5200129D1033,5200129D1033,615101276,,サカモト防已黄耆湯エキス顆粒,,サカモト防已黄耆湯エキス顆粒,１ｇ,,,,,,内,,阪本漢法,1,20020625
110471402,1104714,02,,,,5200129D1041,5200129D1041,615101841,,ＪＰＳ防已黄耆湯エキス顆粒〔調剤用〕,,ＪＰＳ防已黄耆湯エキス顆粒〔調剤用〕,１ｇ,,,,,,内,,ＪＰＳ,1,20011214
110474501,1104745,01,,,,5200129D1076,5200129D1076,615101501,,ツムラ防已黄耆湯エキス顆粒（医療用）,,ツムラ防已黄耆湯エキス顆粒（医療用）,１ｇ,,,,,,内,,ツムラ,1,20011214
110475201,1104752,01,,,,5200129D1084,5200129D1084,615101783,,テイコク防已黄耆湯エキス顆粒,,テイコク防已黄耆湯エキス顆粒,１ｇ,,,,,,内,,テイコクＭ,1,20011214
110476901,1104769,01,,,,5200129D1106,5200129D1106,615101619,,本草防已黄耆湯エキス顆粒－Ｍ,,本草防已黄耆湯エキス顆粒ーＭ,１ｇ,,,,,,内,,久光製薬,1,20011214
110476902,1104769,02,,,,5200129D1106,5200129D1106,615101619,,本草防已黄耆湯エキス顆粒－Ｍ,,本草防已黄耆湯エキス顆粒ーＭ,１ｇ,,,,,,内,,本草製薬,1,20011214
110477601,1104776,01,,,,5200129D1114,5200129D1114,615101641,,マツウラ防已黄耆湯エキス顆粒,,マツウラ防已黄耆湯エキス顆粒,１ｇ,,,,,,内,,松浦薬業,1,20011214
110477602,1104776,02,,,,5200129D1114,5200129D1114,615101641,,マツウラ防已黄耆湯エキス顆粒,,マツウラ防已黄耆湯エキス顆粒,１ｇ,,,,,,内,,協和発酵,1,20011214
110477603,1104776,03,,,,5200129D1114,5200129D1114,615101641,,マツウラ防已黄耆湯エキス顆粒,,マツウラ防已黄耆湯エキス顆粒,１ｇ,,,,,,内,,伸和製薬,1,20011214
110478301,1104783,01,,,,5200129F1026,5200129F1026,615101122,,カネボウ防已黄耆湯エキス錠,,カネボウ防已黄耆湯エキス錠,１錠,,,,,,内,,カネボウ,1,20011214
110479001,1104790,01,,,,5200130C1022,5200130C1022,615101124,,カネボウ防風通聖散料エキス細粒,,カネボウ防風通聖散料エキス細粒,１ｇ,,,,,,内,,カネボウ,1,20011214
110480601,1104806,01,,,,5200130C1030,5200130C1030,615101251,,コタロー防風通聖散エキス細粒,,コタロー防風通聖散エキス細粒,１ｇ,,,,,,内,,小太郎漢方,1,20011214
110481301,1104813,01,,,,5200130C1049,5200130C1049,615101305,,三和防風通聖散料エキス細粒,,三和防風通聖散料エキス細粒,１ｇ,,,,,,内,,三和生薬,1,20011214
110482001,1104820,01,,,,5200130C1057,5200130C1057,615101852,,〔東洋〕防風通聖散料エキス細粒,,〔東洋〕防風通聖散料エキス細粒,１ｇ,,,,,,内,,東洋薬行,1,20011214
